complaint_id,complaint_text,category,issue_subtype,duplicate_group_id,location,priority,status,reported_by_role,date_reported
65998,Main door hinge near the wardrobe is loose and squeaky.,Structural,door/window broken,1015,Room C135,High,Resolved,Staff,2026-04-18
65999,"I can't charge my devices, the socket in Room A107 is dead.",Electrical,power outlet not working,1003,Room B106,Low,Resolved,Student,2025-04-04
66000,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Hostel 5 common washroom,Low,Open,Student,2026-02-11
66001,The washbasin fan is making a weird grinding noise.,HVAC/Fan,fan making noise,1000,Room E131,Low,Resolved,Student,2026-07-16
66002,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room A142,High,Open,Student,2024-11-07
66003,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Room B138,Low,In Progress,Warden,2024-01-06
66004,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room D131,Medium,Resolved,Student,2026-03-16
66005,"My room lost electricity completely, need urgent fix.",Electrical,no electricity,1005,Room B103,High,Open,Staff,2024-04-06
66006,staircase landing fan sounds like a helicopter whenever it's on.,HVAC/Fan,fan making noise,1000,Block C Floor 4 corridor,Low,Escalated,Student,2025-11-09
66007,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Block B Floor 4 corridor,Low,In Progress,Visitor,2025-05-30
66008,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room D141,Medium,In Progress,Student,2024-10-01
66009,The WiFi router near the ceiling seems to be down.,Internet/WiFi,wifi not working,1017,Room D140,Low,Resolved,Student,2024-04-06
66010,Ceiling in Room E105 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Block B Floor 1 corridor,Medium,Resolved,Student,2024-07-22
66011,Water keeps dripping from the switchboard tap even when closed.,Plumbing,tap leaking,1007,Room A127,Low,In Progress,Student,2024-09-18
66012,Common washroom near the hallway is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Room D138,Low,Open,Staff,2025-12-14
66013,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room D111,Low,Open,Student,2024-09-05
66014,Water keeps dripping from the entrance tap even when closed.,Plumbing,tap leaking,1007,Room B127,Low,Open,Warden,2025-10-18
66015,The fan attached to the entrance keeps rattling and buzzing loudly.,HVAC/Fan,fan making noise,1000,Block B Floor 3 corridor,High,Resolved,Student,2026-01-08
66016,There's a pipe leaking under the main door in Room D140.,Plumbing,pipe leakage,1010,Block A Floor 1 corridor,Medium,Escalated,Student,2025-02-01
66017,"Desk near the room has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room C129,High,In Progress,Student,2024-01-13
66018,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Room D142,Low,In Progress,Student,2025-02-26
66019,Air conditioner is running but blowing warm air.,HVAC/Fan,AC not cooling,1002,Room A110,Low,In Progress,Student,2026-07-08
66020,None of the plug points in my room are giving electricity.,Electrical,power outlet not working,1003,Room A117,Low,Resolved,Warden,2025-07-06
66021,Paint is peeling off the ceiling due to dampness in Room C106.,Structural,ceiling/wall damage,1014,Room C138,Low,Open,Warden,2024-06-14
66022,The cupboard door in Room B103 won't close properly.,Furniture,cupboard/door issue,1013,Room B128,Low,Resolved,Student,2026-05-10
66023,"The chair in Block A Floor 3 corridor is broken, one leg is cracked.",Furniture,chair broken,1011,Room C105,Medium,Open,Student,2026-07-20
66024,Internet keeps disconnecting every few minutes in Room B104.,Internet/WiFi,wifi not working,1017,Block B Floor 4 corridor,Medium,In Progress,Staff,2025-10-28
66025,The power socket in Room B141 isn't working.,Electrical,power outlet not working,1003,Room E103,Medium,Resolved,Student,2024-01-10
66026,There's a constant leak from the wash basin tap in Room B121.,Plumbing,tap leaking,1007,Room B143,Low,Open,Student,2024-02-25
66027,No water pressure at all in the entrance area.,Plumbing,no water supply,1008,Room B123,High,Open,Staff,2025-05-03
66028,The ceiling light keeps going dim then bright in my room.,Electrical,light flickering,1004,Room B123,Medium,Resolved,Student,2024-01-19
66029,The light in Block C Floor 3 corridor keeps flickering on and off.,Electrical,light flickering,1004,Room A120,High,In Progress,Warden,2025-05-31
66030,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room D110,Low,Resolved,Staff,2025-01-08
66031,Internet keeps disconnecting every few minutes in Room A142.,Internet/WiFi,wifi not working,1017,Block A Floor 2 corridor,Medium,Open,Student,2025-09-28
66032,"The door lock in Room A134 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room E123,Medium,Resolved,Warden,2024-03-14
66033,Corridor near the switchboard is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room C110,High,Resolved,Student,2024-09-12
66034,"The chair in Room E134 is broken, one leg is cracked.",Furniture,chair broken,1011,Room E114,High,Resolved,Student,2026-07-18
66035,"The chair in Room A109 is broken, one leg is cracked.",Furniture,chair broken,1011,Room D102,High,In Progress,Student,2024-02-18
66036,There's water seepage on the wall in Room E139.,Structural,seepage/dampness,1016,Room B112,High,Resolved,Student,2025-07-19
66037,Chair near the kitchen area has a broken backrest.,Furniture,chair broken,1011,Room E105,Medium,Resolved,Staff,2024-05-17
66038,Room temperature isn't dropping even with AC on full in Room D139.,HVAC/Fan,AC not cooling,1002,Room A129,Low,Resolved,Student,2024-02-11
66039,There's water seepage on the wall in Room A110.,Structural,seepage/dampness,1016,Room D114,Low,Resolved,Student,2026-03-07
66040,The WiFi router near the bathroom seems to be down.,Internet/WiFi,wifi not working,1017,Room C126,Low,Open,Student,2024-10-27
66041,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room A122,Low,Resolved,Faculty,2025-10-21
66042,"Toilet flush isn't working properly in Room B123, backing up.",Plumbing,toilet clogged,1009,Room E126,Medium,Resolved,Student,2024-10-14
66043,The AC in Block C Floor 4 corridor isn't cooling the room at all.,HVAC/Fan,AC not cooling,1002,Room E115,Low,Open,Warden,2025-06-14
66044,Electrical outlet near the bathroom has stopped working.,Electrical,power outlet not working,1003,Room B144,Medium,Open,Student,2025-02-17
66045,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,Room D127,Low,Open,Student,2025-07-10
66046,There's a crack forming on the ceiling in Room C127.,Structural,ceiling/wall damage,1014,Room E131,Low,Resolved,Student,2025-11-07
66047,WiFi is too slow to even load a webpage in my room.,Internet/WiFi,slow internet,1018,Room E119,Medium,Open,Student,2024-10-19
66048,"The door lock in Room B101 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room E117,Medium,Open,Student,2024-07-15
66049,WiFi isn't working at all in Room C102.,Internet/WiFi,wifi not working,1017,Room E143,Medium,In Progress,Student,2025-08-16
66050,"Room smells damp, there's visible moisture near the staircase landing.",Structural,seepage/dampness,1016,Room C114,Low,Open,Warden,2024-09-21
66051,"Lights in Room E127 are unstable, they blink randomly.",Electrical,light flickering,1004,Room C112,Low,Resolved,Faculty,2026-03-05
66052,Fan stopped spinning suddenly in Room D136.,HVAC/Fan,fan not working,1001,Room E109,Low,In Progress,Student,2026-05-21
66053,"There are cockroaches in Room C104, needs pest control.",Cleaning/Sanitation,pest issue,1020,Room E117,High,Resolved,Student,2025-07-10
66054,There's a crack forming on the ceiling in Room E120.,Structural,ceiling/wall damage,1014,Room D117,High,Open,Staff,2025-02-08
66055,"Room smells damp, there's visible moisture near the room.",Structural,seepage/dampness,1016,Block C Floor 2 corridor,Low,Resolved,Student,2025-12-28
66056,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,Room E121,Medium,Open,Warden,2024-05-09
66057,Bed in Block A Floor 3 corridor is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room E139,High,Resolved,Student,2025-05-23
66058,Power has been out in Hostel 6 common washroom for hours now.,Electrical,no electricity,1005,Room C105,High,Open,Student,2026-01-10
66059,"There are exposed wires near the balcony in Room E135, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room A111,High,Open,Student,2026-07-11
66060,The staircase landing fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room B131,High,Resolved,Student,2026-02-19
66061,I found ants all over the kitchen area in my room.,Cleaning/Sanitation,pest issue,1020,Room A106,Low,Open,Warden,2025-12-18
66062,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,Room D112,High,Open,Staff,2024-05-04
66063,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,Room A108,Medium,Open,Student,2025-05-20
66064,Water supply has been cut off in my bathroom since morning.,Plumbing,no water supply,1008,Hostel 2 common washroom,Low,Resolved,Student,2024-06-10
66065,No water pressure at all in the hallway area.,Plumbing,no water supply,1008,Room D110,High,Resolved,Staff,2024-11-20
66066,"There are exposed wires near the switchboard in Room B104, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room B115,High,Open,Warden,2025-05-06
66067,The light in Room B118 keeps flickering on and off.,Electrical,light flickering,1004,Room A114,Medium,Open,Student,2025-06-02
66068,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room D115,Medium,In Progress,Student,2024-02-29
66069,WiFi is too slow to even load a webpage in my room.,Internet/WiFi,slow internet,1018,Block D Floor 4 corridor,Medium,In Progress,Student,2024-06-17
66070,None of the plug points in my room are giving electricity.,Electrical,power outlet not working,1003,Room E127,High,Open,Warden,2024-09-11
66071,Mosquito infestation is bad in Room B103 this week.,Cleaning/Sanitation,pest issue,1020,Room A112,Low,In Progress,Student,2025-09-20
66072,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room E105,Medium,Resolved,Student,2024-09-13
66073,There's a crack forming on the ceiling in Block A Floor 1 corridor.,Structural,ceiling/wall damage,1014,Room E115,Low,In Progress,Student,2025-07-31
66074,The study table fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room E126,Low,Open,Student,2025-12-07
66075,Connection near the study table keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room A119,Low,Resolved,Warden,2024-08-06
66076,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room C126,Low,Open,Student,2025-03-23
66077,Connection near the room keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room E112,Low,Resolved,Student,2025-03-23
66078,"There are cockroaches in Room A128, needs pest control.",Cleaning/Sanitation,pest issue,1020,Room E106,High,Resolved,Student,2025-03-29
66079,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room C112,Low,Open,Student,2025-05-01
66080,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room A118,Low,In Progress,Student,2024-03-08
66081,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room D118,Low,In Progress,Staff,2025-01-25
66082,Mold is forming on the wall due to constant dampness in Room B135.,Structural,seepage/dampness,1016,Room B132,High,Resolved,Student,2024-07-25
66083,Paint is peeling off the ceiling due to dampness in Room D141.,Structural,ceiling/wall damage,1014,Room D124,Medium,Resolved,Staff,2025-08-30
66084,Can someone check the staircase landing fan? It's clicking every time it spins.,HVAC/Fan,fan making noise,1000,Room D122,Low,In Progress,Student,2025-07-24
66085,The Block B Floor 4 corridor hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room B102,Low,Resolved,Staff,2025-06-17
66086,There's no power supply at all in Block A Floor 4 corridor.,Electrical,no electricity,1005,Room A115,High,Resolved,Staff,2025-08-27
66087,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Block D Floor 1 corridor,High,In Progress,Warden,2024-03-22
66088,"Taps in Room B127 are completely dry, no water at all.",Plumbing,no water supply,1008,Room E132,High,Open,Warden,2025-03-05
66089,Bulb near the wardrobe is flickering and about to die.,Electrical,light flickering,1004,Block D Floor 1 corridor,Medium,Open,Student,2024-09-26
66090,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room B114,High,Resolved,Staff,2024-02-11
66091,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room E112,Medium,Resolved,Student,2024-10-23
66092,The toilet in Room D115 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room A124,Medium,Resolved,Student,2025-07-22
66093,The power socket in Room E111 isn't working.,Electrical,power outlet not working,1003,Room E125,Medium,Open,Student,2025-01-25
66094,"I can't charge my devices, the socket in Room E119 is dead.",Electrical,power outlet not working,1003,Room A126,Low,Open,Student,2025-11-14
66095,The Room D135 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room A105,Low,Resolved,Student,2026-08-11
66096,The power socket in Room D129 isn't working.,Electrical,power outlet not working,1003,Room D108,Medium,In Progress,Warden,2025-09-12
66097,The fan attached to the study table keeps rattling and buzzing loudly.,HVAC/Fan,fan making noise,1000,Room B131,Low,Open,Warden,2024-11-14
66098,"There are cockroaches in Room A130, needs pest control.",Cleaning/Sanitation,pest issue,1020,Room A119,High,In Progress,Student,2025-05-16
66099,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Room A116,Low,In Progress,Student,2025-05-31
66100,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room C126,Low,Resolved,Student,2025-11-29
66101,Mosquito infestation is bad in Room E116 this week.,Cleaning/Sanitation,pest issue,1020,Room C143,Medium,Open,Student,2024-04-28
66102,"The door lock in Room C109 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room E115,Medium,In Progress,Student,2025-03-04
